282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,9
315,27
316,9
317,30
318,84
319,162
320,510
321,834
322,1953
323,3474
324,4692
325,7095
326,7293
327,8286
328,8667
329,8961
330,9567
331,10929
332,11748
333,12996
334,13893
335,15840
336,16782
337,21537
338,21081
339,20757
340,20919
341,21231
342,21600
343,22071
344,23502
345,24216
346,25272
347,26952
348,28125
349,35787
350,37194
351,41367
352,43677
353,46737
354,48666
355,48768
356,48807
357,49704
358,52407
359,54060
360,55245
361,64050
362,60459
363,60858
364,61002
365,62136
366,61455
367,62232
368,62157
369,57123
370,54072
371,49773
372,45198
373,47097
374,43920
375,41058
376,38676
377,37527
378,35847
379,35433
380,34779
381,34149
382,33639
383,33783
384,33117
385,37341
386,33903
387,33054
388,32529
389,32157
390,30609
391,29613
392,26634
393,22866
394,20067
395,17787
396,14685
397,13407
398,9591
399,6618
400,3753
401,2835
402,1305
403,855
404,771
405,795
406,915
407,918
408,945
409,1194
410,948
411,675
412,663
413,723
414,777
415,861
416,969
417,978
418,930
419,864
420,1020
421,1089
422,1122
423,978
424,1251
425,969
426,759
427,495
428,417
429,471
430,525
431,588
432,534
433,489
434,432
435,411
436,381
437,393
438,414
439,456
440,471
441,453
442,447
443,438
444,441
445,588
446,426
447,417
448,387
449,360
450,357
451,321
452,333
453,312
454,306
455,354
456,381
457,396
458,369
459,357
460,348
461,342
462,363
463,381
464,384
465,330
466,330
467,327
468,381
469,429
470,390
471,387
472,408
473,411
474,408
475,474
476,471
477,528
478,525
479,537
480,471
481,468
482,420
483,354
484,312
485,306
486,297
487,288
488,279
489,249
490,303
491,279
492,237
493,366
494,264
495,270
496,237
497,219
498,222
499,213
500,207
501,210
502,189
503,240
504,240
505,249
506,171
507,213
508,207
509,204
510,162
511,147
512,168
513,180
514,168
515,195
516,171
517,219
518,219
519,210
520,159
521,174
522,168
523,171
524,186
525,171
526,153
527,162
528,162
529,174
530,153
531,150
532,147
533,132
534,114
535,135
536,117
537,138
538,93
539,99
540,150
541,156
542,165
543,144
544,144
545,120
546,123
547,120
548,102
549,102
550,99
551,93
552,69
553,99
554,87
555,120
556,123
557,102
558,90
559,102
560,102
561,102
562,108
563,93
564,69
565,132
566,129
567,132
568,153
569,84
570,84
571,96
572,75
573,60
574,72
575,75
576,63
577,99
578,66
579,78
580,60
581,57
582,54
583,39
584,54
585,48
586,39
587,45
588,39
589,54
590,63
591,75
592,66
593,42
594,45
595,45
596,36
597,39
598,39
599,63
600,48
601,42
602,45
603,30
604,36
605,27
606,6
607,18
608,24
609,27
610,18
611,15
612,27
613,39
614,51
615,36
616,24
617,36
618,24
619,15
620,12
621,12
622,12
623,12
624,24
625,39
626,39
627,33
628,24
629,27
630,18
631,24
632,12
633,3
634,6
635,9
636,12
637,18
638,27
639,15
640,9
641,3
642,3
643,0
644,3
645,3
646,3
647,0
648,6
649,9
650,9
651,18
652,9
653,6
654,9
655,9
656,6
657,12
658,9
659,3
660,0
661,6
662,0
663,15
664,18
665,12
666,3
667,3
668,3
669,12
670,15
671,9
672,9
673,18
674,3
675,0
676,0
677,0
678,0
679,6
680,6
681,3
682,3
683,6
684,0
685,15
686,15
687,0
688,3
689,3
690,6
691,12
692,12
693,18
694,30
695,18
696,15
697,30
698,21
699,6
700,6
701,18
702,9
703,12
704,3
705,9
706,12
707,27
708,27
709,30
710,24
711,9
712,30
713,9
714,15
715,27
716,21
717,15
718,12
719,18
720,24
721,27
722,18
723,18
724,24
725,21
726,15
727,15
728,15
729,21
730,21
731,12
732,3
733,15
734,9
735,15
736,24
737,18
738,75
739,144
740,240
741,312
742,402
743,372
744,348
745,66
746,12
747,57
748,72
749,114
750,156
751,9
752,9
753,9
754,12
755,15
756,12
757,12
758,9
759,6
760,6
761,12
762,9
763,3
764,9
765,3
766,3
767,15
768,9
769,9
770,3
771,12
772,6
773,12
774,3
775,3
776,0
777,6
778,6
779,9
780,6
781,6
782,6
783,6
784,6
785,9
786,0
787,0
788,0
789,0
790,3
791,6
792,6
793,3
794,0
795,0
796,12
797,0
798,3
799,3
800,3
801,6
802,6
803,0
804,6
805,3
806,0
807,3
808,0
809,0
810,0
811,6
812,6
813,9
814,3
815,3
816,0
817,3
818,9
819,15
820,102
821,237
822,432
823,444
824,30
825,6
826,3
827,45
828,114
829,189
830,180
831,213
832,150
833,327
834,129
835,129
836,15
837,15
838,72
839,150
840,222
841,342
842,0
843,0
844,0
845,0
846,0
847,0
848,0
849,0
850,0
851,3
852,6
853,0
854,0
855,0
856,0
857,0
858,0
859,0
860,0
861,3
862,6
863,3
864,3
865,0
866,0
867,0
868,0
869,0
870,0
871,0
872,0
873,0
874,0
875,0
876,0
877,0
878,0
879,0
880,0
881,0
882,0
883,0
884,0
885,0
886,0
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,0
897,0
898,0
899,0
900,0
901,0
902,0
903,0
904,0
905,0
906,0
907,0
908,0
909,0
910,0
911,0
912,0
913,0
914,0
915,0
916,0
917,0
918,0
919,0
920,0
921,0
922,0
923,0
924,0
925,0
926,0
927,0
928,0
929,0
930,0
931,0
932,0
933,0
934,0
935,0
936,0
937,0
938,0
939,0
940,0
941,0
942,0
943,0
944,0
945,0
946,0
947,0
948,0
949,0
950,0
951,0
952,0
953,0
954,0
955,0
956,0
957,0
958,0
959,0
960,0
961,0
962,0
963,0
964,0
965,0
966,0
967,0
968,0
969,0
970,0
971,0
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,0
992,0
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,0
1013,0
1014,0
1015,0
1016,0
1017,0
1018,0
1019,0
1020,0
1021,0
1022,0
1023,0
1024,0
1025,0
1026,0
1027,0
1028,0
1029,0
1030,0
1031,0
1032,0
1033,0
1034,0
1035,0
1036,0
1037,0
1038,0
1039,0
1040,0
1041,0
1042,0
1043,0
1044,0
1045,0
1046,0
1047,0
1048,0
1049,0
1050,0
1051,0
1052,0
1053,0
1054,0
1055,0
1056,0
1057,0
1058,0
1059,0
1060,0
1061,0
1062,0
1063,0
1064,0
1065,0
1066,0
1067,0
1068,0
1069,0
1070,0
1071,0
1072,0
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1079,0
1080,0
1081,0
1082,0
1083,0
1084,0
1085,0
1086,0
1087,0
1088,0
1089,0
1090,0
1091,0
1092,0
1093,0
1094,0
1095,0
1096,0
1097,0
1098,0
1099,0
